Argentina, Cordoba, Cordoba, 1433991600000, 8.21, 27.86, 1001.88, 9.21347, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 10.74, 70.18, 992.5, 3.41985, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 10.4, 71.21, 994.375, 3.86242, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 10.13, 73.95, 994.375, 4.88837, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 10.33, 74.48, 993.75, 4.42568, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 10.68, 73.31, 994.375, 3.31926, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 10.87, 74.17, 993.125, 3.13821, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 11.21, 72.43, 993.75, 3.3595, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 11.38, 72.23, 992.5, 2.33354, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 11.42, 72.76, 993.125, 1.91109, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 11.38, 73.87, 993.125, 1.91109, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 11.06, 75.08, 993.75, 1.87086, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 10.75, 75.23, 993.75, 2.95716, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 10.73, 74.16, 994.375, 3.01751, NOR NOROESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 10.57, 74.5, 993.125, 3.09798, NOR NOROESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 10.18, 74.22, 993.125, 3.17845, NOR NOROESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 9.4, 74.58, 993.125, 3.8423, NOROESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 8.97, 76.06, 993.125, 4.28487, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434078000000, 8.91, 77.91, 995.0, 3.88253, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.98, 77.57, 993.125, 3.8423, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 9.06, 76.6, 993.125, 3.66125, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 9.26, 75.85, 993.125, 4.06358, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 9.38, 73.9, 993.75, 7.0811, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 9.19, 73.33, 992.5, 5.59246, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.82, 73.49, 993.125, 4.12393, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.58, 74.3, 993.125, 1.26736, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.44, 74.98, 993.125, 0.86502, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.46, 76.87, 994.375, 3.66125, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.67, 76.49, 992.5, 3.46008, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.83, 75.0, 991.875, 3.2388, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.91, 74.86, 991.875, 2.15249, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.9, 75.23, 991.25, 1.77027, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.88, 74.67, 991.875, 0.905254, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.76, 75.36, 993.125, 0.0, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.52, 77.32, 991.25, 0.301751, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.19, 76.8, 991.875, 1.00584, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 7.6, 78.9, 992.5, 1.38806, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 7.29, 79.64, 990.625, 0.663853, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 7.0, 81.67, 992.5, 1.44841, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 6.75, 81.39, 990.0, 0.261518, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 6.41, 83.16, 991.25, 1.66969, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 6.06, 82.32, 992.5, 3.19856, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 5.55, 81.79, 990.0, 2.59506, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 5.3, 84.14, 991.25, 1.14665, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 5.27, 85.56, 991.25, 1.02595, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 5.22, 86.75, 990.625, 0.341985, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 5.46, 85.92, 991.25, 2.47436, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 5.35, 84.31, 990.625, 0.985721, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 5.16, 85.71, 991.25, 0.362102, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 4.99, 85.01, 990.625, 5.53211, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 4.87, 86.51, 991.25, 5.47176, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 4.84, 86.34, 990.0, 4.74755, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 4.62, 87.54, 991.25, 5.73327, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 4.47, 87.88, 989.375, 4.9286, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 4.57, 88.42, 990.625, 5.08954, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 4.45, 87.91, 990.625, 3.54055, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 4.18, 86.95, 991.875, 1.60934, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 4.01, 86.96, 990.0, 2.41401, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 3.89, 87.57, 989.375, 0.905254, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 3.94, 88.93, 990.625, 3.29915, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 3.76, 86.7, 990.625, 2.41401, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 3.45, 87.72, 990.625, 3.31926, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 3.45, 89.1, 990.625, 2.53471, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 3.59, 89.75, 990.625, 4.30498, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 3.45, 89.77, 990.625, 2.31343, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 3.55, 89.81, 990.625, 0.86502, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 3.62, 90.18, 990.0, 1.28747, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 3.65, 89.93, 990.0, 0.86502, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 3.63, 89.45, 991.25, 0.86502, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 3.84, 90.69, 990.0, 1.73004, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 4.08, 89.74, 991.25, 3.56066, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 4.23, 87.63, 990.625, 3.66125, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 4.35, 89.07, 990.625, 3.4802, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 5.06, 91.26, 991.875, 4.98895, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 6.01, 91.2, 991.25, 4.98895, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 6.82, 89.73, 990.625, 3.94288, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 7.7, 87.47, 989.375, 4.10382, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.62, 82.23, 989.375, 3.64113, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 9.67, 78.87, 990.0, 5.0493, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 10.55, 75.58, 990.0, 5.63269, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 11.38, 70.27, 989.375, 7.26215, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 12.06, 66.68, 990.625, 8.36857, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 12.83, 61.25, 990.625, 7.94612, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 13.29, 61.07, 988.75, 8.71055, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 13.88, 57.36, 990.625, 10.1187, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 14.4, 53.05, 990.0, 11.2251, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 14.81, 55.25, 990.0, 9.81697, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 15.24, 54.16, 990.0, 9.61581, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 15.5, 50.84, 989.375, 9.91756, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 15.86, 49.78, 990.0, 10.6418, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 16.1, 50.34, 990.625, 10.6216, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 16.43, 49.32, 990.0, 10.5009, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 16.83, 47.62, 990.0, 10.9234, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 17.01, 47.19, 988.75, 10.5211, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 17.21, 47.47, 989.375, 10.7625, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 17.44, 47.42, 990.0, 11.3458, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 17.73, 45.5, 990.0, 10.2394, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 18.15, 46.78, 989.375, 9.3744, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 18.19, 45.61, 988.125, 9.93767, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 18.41, 42.89, 987.5, 7.64436, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 18.67, 42.72, 988.125, 7.30238, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 18.85, 43.37, 988.75, 8.95195, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 19.06, 41.7, 988.125, 7.6846, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 19.22, 42.17, 988.125, 8.56974, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 19.44, 41.47, 988.75, 8.10705, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 19.78, 39.82, 986.25, 8.08693, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 19.91, 39.11, 985.625, 8.20763, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.11, 39.42, 986.25, 8.10705, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.1, 40.35, 986.875, 9.17324, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.32, 38.64, 987.5, 8.10705, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.42, 40.56, 986.875, 7.96623, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.48, 40.21, 987.5, 8.69044, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.46, 40.28, 985.625, 10.3199, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.55, 40.79, 985.625, 9.65604, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.62, 40.22, 985.625, 8.93184, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.63, 39.77, 985.625, 9.99802, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.67, 40.37, 985.625, 8.71055, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.71, 38.06, 986.875, 9.83709, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.81, 39.21, 986.875, 8.93184, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.68, 43.71, 986.875, 7.50355, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 20.3, 46.08, 985.625, 9.15312, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 19.78, 48.49, 985.625, 9.95779, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 19.46, 48.99, 986.875, 8.56974, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 19.07, 52.36, 985.625, 6.77934, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 18.63, 51.98, 985.625, 7.16156, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 18.13, 53.35, 986.25, 7.3225, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 17.55, 54.69, 986.875, 5.85397, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 16.74, 58.99, 986.875, 4.24463, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 16.1, 58.41, 985.625, 5.65281, NOR NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 15.0, 61.63, 985.625, 4.22452, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 14.15, 64.46, 988.125, 4.00323, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 14.06, 62.4, 986.875, 5.02919, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 13.49, 64.58, 988.125, 4.88837, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 12.84, 66.16, 988.125, 4.6872, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 12.55, 68.26, 987.5, 4.50615, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 12.45, 68.38, 988.125, 4.34522, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 11.87, 68.29, 988.125, 3.66125, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 11.73, 70.29, 988.75, 3.13821, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 11.21, 72.18, 988.75, 3.82218, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 10.57, 76.75, 988.125, 4.26475, ESTE NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 10.13, 76.72, 987.5, 5.77351, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 9.8, 79.03, 988.125, 5.00907, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 9.99, 80.05, 988.125, 4.12393, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 10.0, 78.37, 989.375, 3.92277, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 9.33, 77.7, 988.75, 3.13821, NORESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 9.28, 82.26, 989.375, 1.73004, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 9.11, 80.79, 989.375, 0.724203, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.51, 76.72, 989.375, 3.50031, ESTE SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 7.64, 81.69, 990.0, 3.66125, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 7.16, 84.28, 989.375, 3.52043, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 6.93, 85.45, 990.625, 3.88253, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 6.76, 84.26, 990.625, 1.26736, ESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 6.51, 86.96, 990.625, 4.04347, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 6.32, 87.23, 991.875, 3.82218, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 6.37, 89.61, 991.25, 4.72744, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 7.0, 91.94, 991.875, 5.37117, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 7.25, 91.28, 991.25, 2.89681, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 7.08, 88.43, 991.875, 3.78195, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 7.17, 89.85, 991.875, 3.31926, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 7.26, 89.29, 991.875, 4.40557, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 7.99, 87.86, 991.875, 10.5412, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.18, 87.25, 991.25, 6.77934, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434164400000, 8.28, 86.26, 990.625, 4.3251, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 8.09, 84.35, 991.875, 3.92277, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 7.4, 84.95, 990.0, 4.60674, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 7.05, 85.84, 991.875, 2.79623, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.94, 89.53, 991.25, 2.67553, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.83, 85.19, 990.625, 1.85074, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.5, 87.85, 991.25, 5.0493, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.98, 89.37, 992.5, 6.59829, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 7.43, 87.58, 991.25, 8.46915, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 7.45, 85.67, 991.25, 6.92016, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 7.67, 84.73, 992.5, 7.46331, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 8.76, 79.83, 991.875, 9.77674, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 9.14, 77.51, 991.875, 9.25371, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 8.63, 78.55, 991.25, 9.45487, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 7.95, 79.41, 991.875, 7.22191, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 7.63, 80.58, 991.875, 8.02658, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 7.45, 80.88, 991.875, 7.72483, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 7.22, 81.42, 991.875, 9.51522, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.87, 81.72, 992.5, 9.05254, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.56, 82.63, 991.875, 9.41464, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.57, 83.0, 992.5, 10.3802, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.66, 82.91, 991.25, 10.6418, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.77, 82.93, 993.75, 10.8429, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.91, 82.58, 992.5, 10.3601, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.97, 81.92, 992.5, 9.83709, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.81, 82.0, 991.25, 7.38285, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.78, 82.18, 992.5, 7.94612, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434250800000, 6.61, 82.65, 993.125, 8.81114, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
